0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.11 0.38 0.71 0.94 0.96 0.80 0.52 0.24 0.06 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.02 0.13 0.37 0.67 0.90 0.97 0.84 0.55 0.23 0.04 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.01 0.16 0.49 0.82 0.98 0.89 0.65 0.35 0.11 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.04 0.21 0.50 0.78 0.96 0.93 0.67 0.30 0.06 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.20 0.56 0.88 0.98 0.82 0.51 0.20 0.03 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.01 0.03 0.05 0.08 0.11 0.15 0.20 0.23 0.24 0.23 0.22 0.18 0.13 0.10 0.07 0.04 0.02 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.09 0.35 0.68 0.93 0.96 0.75 0.37 0.08 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.03 0.24 0.63 0.92 0.96 0.75 0.40 0.11 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.01 0.05 0.11 0.21 0.32 0.41 0.49 0.55 0.61 0.67 0.70 0.71 0.71 0.69 0.64 0.58 0.52 0.45 0.37 0.27 0.15 0.08 0.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.04 0.24 0.58 0.87 0.97 0.80 0.42 0.10 0.00 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.04 0.27 0.66 0.94 0.94 0.68 0.31 0.06 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.03 0.10 0.24 0.40 0.54 0.68 0.78 0.84 0.88 0.89 0.90 0.91 0.91 0.92 0.92 0.91 0.90 0.90 0.89 0.86 0.82 0.73 0.61 0.47 0.32 0.16 0.06 0.01 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.16 0.50 0.83 0.98 0.84 0.46 0.12 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.03 0.27 0.68 0.95 0.92 0.63 0.25 0.04 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.03 0.13 0.32 0.53 0.71 0.84 0.90 0.92 0.92 0.90 0.88 0.86 0.85 0.84 0.83 0.83 0.83 0.84 0.84 0.85 0.87 0.89 0.91 0.92 0.91 0.88 0.78 0.62 0.42 0.22 0.07 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.11 0.43 0.80 0.97 0.85 0.47 0.11 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.25 0.67 0.95 0.92 0.60 0.21 0.02 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.01 0.12 0.32 0.57 0.78 0.89 0.92 0.91 0.88 0.84 0.83 0.84 0.85 0.86 0.87 0.88 0.88 0.88 0.88 0.88 0.87 0.87 0.85 0.84 0.83 0.84 0.86 0.89 0.91 0.91 0.85 0.69 0.45 0.21 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.08 0.40 0.78 0.97 0.85 0.45 0.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.20 0.63 0.94 0.92 0.60 0.20 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.05 0.23 0.52 0.78 0.91 0.92 0.88 0.84 0.83 0.84 0.86 0.88 0.89 0.91 0.91 0.90 0.90 0.89 0.89 0.89 0.89 0.90 0.91 0.92 0.90 0.89 0.87 0.85 0.83 0.83 0.86 0.90 0.92 0.86 0.67 0.37 0.12 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.07 0.39 0.79 0.97 0.82 0.40 0.07 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.15 0.56 0.91 0.94 0.63 0.20 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.10 0.36 0.69 0.88 0.92 0.88 0.84 0.84 0.85 0.87 0.89 0.91 0.90 0.84 0.76 0.69 0.62 0.57 0.55 0.55 0.55 0.56 0.59 0.65 0.73 0.80 0.87 0.91 0.90 0.88 0.86 0.84 0.83 0.86 0.90 0.91 0.81 0.53 0.22 0.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.07 0.41 0.81 0.97 0.77 0.33 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.09 0.47 0.87 0.96 0.69 0.25 0.02 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.14 0.46 0.79 0.93 0.88 0.84 0.84 0.84 0.87 0.90 0.91 0.85 0.73 0.60 0.44 0.30 0.21 0.15 0.11 0.10 0.10 0.10 0.11 0.13 0.18 0.25 0.37 0.52 0.67 0.80 0.89 0.91 0.88 0.85 0.84 0.84 0.86 0.92 0.89 0.65 0.28 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.09 0.47 0.86 0.97 0.69 0.25 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.04 0.36 0.80 0.98 0.76 0.32 0.04 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.15 0.51 0.84 0.92 0.86 0.84 0.84 0.85 0.88 0.91 0.84 0.68 0.47 0.27 0.14 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.09 0.20 0.36 0.58 0.77 0.89 0.90 0.86 0.85 0.84 0.85 0.89 0.91 0.70 0.31 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.14 0.55 0.91 0.94 0.59 0.16 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.23 0.68 0.96 0.85 0.41 0.07 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.14 0.52 0.85 0.90 0.85 0.84 0.84 0.86 0.90 0.87 0.71 0.45 0.21 0.06 0.00 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.00 0.00 0.00 0.02 0.13 0.32 0.59 0.81 0.90 0.87 0.85 0.84 0.84 0.87 0.91 0.71 0.31 0.04 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.21 0.65 0.95 0.88 0.45 0.08 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.13 0.54 0.92 0.92 0.53 0.13 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.12 0.49 0.84 0.89 0.84 0.84 0.84 0.87 0.91 0.83 0.56 0.25 0.06 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.02 0.14 0.40 0.71 0.89 0.89 0.85 0.84 0.84 0.87 0.91 0.69 0.28 0.04 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.03 0.31 0.75 0.97 0.76 0.30 0.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.04 0.38 0.83 0.97 0.67 0.22 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.07 0.43 0.82 0.91 0.85 0.84 0.84 0.87 0.91 0.79 0.45 0.13 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.04 0.27 0.64 0.88 0.90 0.85 0.85 0.84 0.87 0.90 0.64 0.22 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.06 0.44 0.86 0.96 0.62 0.16 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.20 0.67 0.97 0.82 0.36 0.05 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.28 0.75 0.92 0.86 0.84 0.84 0.87 0.91 0.75 0.38 0.08 0.00 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.20 0.57 0.86 0.90 0.85 0.84 0.84 0.89 0.89 0.51 0.10 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.16 0.60 0.95 0.87 0.42 0.06 0.00 0.01 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.06 0.45 0.89 0.94 0.53 0.12 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.11 0.55 0.89 0.89 0.84 0.84 0.87 0.91 0.74 0.33 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.16 0.54 0.86 0.90 0.85 0.84 0.84 0.92 0.76 0.30 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.31 0.76 0.98 0.70 0.22 0.01 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.24 0.71 0.98 0.75 0.25 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.29 0.75 0.90 0.86 0.84 0.86 0.91 0.76 0.34 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.16 0.56 0.88 0.90 0.85 0.84 0.88 0.88 0.53 0.11 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.09 0.50 0.91 0.90 0.45 0.07 0.00 0.01 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.07 0.47 0.90 0.91 0.49 0.09 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.07 0.48 0.86 0.89 0.84 0.85 0.91 0.80 0.39 0.06 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.19 0.62 0.89 0.88 0.84 0.85 0.92 0.71 0.24 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.25 0.72 0.97 0.71 0.22 0.01 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.23 0.70 0.98 0.73 0.24 0.02 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.15 0.62 0.91 0.87 0.83 0.89 0.85 0.48 0.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.26 0.70 0.90 0.87 0.83 0.91 0.81 0.36 0.04 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.07 0.48 0.91 0.90 0.45 0.07 0.00 0.01 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.01 0.05 0.44 0.88 0.92 0.49 0.08 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.20 0.68 0.92 0.86 0.86 0.91 0.60 0.16 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.04 0.37 0.80 0.91 0.84 0.90 0.86 0.43 0.06 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.26 0.73 0.98 0.69 0.20 0.01 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.01 0.00 0.19 0.65 0.97 0.75 0.25 0.02 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.22 0.71 0.91 0.86 0.91 0.75 0.29 0.02 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.10 0.53 0.88 0.87 0.88 0.87 0.46 0.07 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.09 0.51 0.93 0.87 0.40 0.05 0.00 0.01 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.02 0.36 0.83 0.94 0.53 0.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.22 0.71 0.90 0.91 0.84 0.45 0.07 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.23 0.69 0.89 0.91 0.85 0.45 0.07 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.30 0.77 0.96 0.62 0.15 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.11 0.55 0.95 0.82 0.32 0.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.17 0.65 0.94 0.95 0.63 0.18 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.04 0.40 0.82 0.98 0.84 0.39 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.13 0.57 0.96 0.79 0.29 0.03 0.00 0.00 0.00
0.00 0.00 0.00 0.01 0.00 0.22 0.70 0.96 0.64 0.16 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.07 0.46 0.87 0.79 0.34 0.04 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.15 0.58 0.90 0.70 0.23 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.03 0.38 0.86 0.91 0.45 0.07 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.01 0.35 0.84 0.91 0.47 0.07 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.18 0.45 0.37 0.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.22 0.47 0.33 0.07 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.23 0.72 0.96 0.61 0.14 0.00 0.00 0.00
